hotel,NoofRooms,NoofRoomsOccupied,OccupancyRate,AverageRoomRate,RoomRevenue,FBRevenue,RoomDep,FBDep,AdmDep,OtherDep,Month,location
RegentTaipei,538,12606,0.7558,6312,79565616,159204248,277,613,170,21,2015-12-01,Taipei
SherwoodTaipei,343,8260,0.7768,5501,45436884,33076140,152,259,52,71,2015-12-01,Taipei
TaipeiMarriottHotel,318,3888,0.3944,6391,24847519,11812935,113,170,85,0,2015-12-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,8327,0.6396,7206,60008330,77741637,161,242,69,84,2015-12-01,Taipei
WestinTaipei,288,7093,0.7945,6551,46463557,75505359,150,319,119,0,2015-12-01,Taipei
MiramarGardenTaipei,203,5744,0.9128,2488,14290287,7556529,81,54,34,0,2015-12-01,Taipei
LeMeridienTaipei,160,4041,0.8147,10595,42813044,80236956,103,234,91,0,2015-12-01,Taipei
WTaipei,405,10393,0.8278,10899,113268885,74497993,199,225,102,0,2015-12-01,Taipei
FirstHotel,176,4800,0.8798,2029,9737559,2593024,14,0,15,13,2015-12-01,Taipei
LeofooHotelTaipei,226,6674,0.9526,1697,11325507,10136484,33,84,11,17,2015-12-01,Taipei
HotelRoyalBeitou,50,1139,0.7348,6661,7586496,3596023,21,31,2,43,2015-12-01,Taipei
UHotelTaipeiNanjingEastRoad,56,1019,0.587,3736,3806505,448745,10,8,8,3,2015-12-01,Taipei
RivieraHotel,112,2593,0.7468,3332,8639187,6954950,46,48,31,0,2015-12-01,Taipei
TaipeiGalaHotel,150,3925,0.8441,3291,12917512,6050083,30,60,29,14,2015-12-01,Taipei
CosmosHotelTaipei,225,6744,0.9669,3382,22809727,35895547,90,93,20,39,2015-12-01,Taipei
FullonHotelTaipeiCentral,120,2792,0.7505,3941,11002057,13362291,45,82,11,15,2015-12-01,Taipei
CapitalHotel,129,3731,0.933,4168,15550808,4561801,34,41,13,35,2015-12-01,Taipei
PalaisdeChineHotel,286,8323,0.9388,5102,42463218,56090886,130,166,66,0,2015-12-01,Taipei
TaipeiGardenHotel,241,7082,0.9479,2717,19242287,27341590,65,105,28,23,2015-12-01,Taipei
RadiumKagayaInternationalHotel,90,1837,0.6584,9726,17866549,15066363,83,58,31,13,2015-12-01,Taipei
GrandViewResortBeitou,66,1661,0.8118,14369,23866607,16678347,36,78,3,66,2015-12-01,Taipei
HumbleHouseTaipei,235,5954,0.8173,6555,39026228,31478963,91,121,85,0,2015-12-01,Taipei
GrandHotelTaipei,500,9472,0.6111,3797,35960682,67780816,141,232,125,55,2016-01-01,Taipei
AmbassadorHotelTaipei,422,9250,0.7071,3673,33973292,111703754,136,319,36,66,2016-01-01,Taipei
ImperialHotelTaipei,326,8175,0.8089,3270,26731305,24042576,78,77,4,42,2016-01-01,Taipei
GloriaPrinceHotelTaipei,212,5268,0.8016,3108,16372228,22409717,83,121,77,8,2016-01-01,Taipei
EmperorHotel,98,2217,0.7298,1744,3866705,843727,31,14,21,0,2016-01-01,Taipei
HotelRiverviewTaipei,212,5203,0.7917,2434,12666471,3981986,62,22,17,0,2016-01-01,Taipei
CaesarParkTaipei,478,13638,0.9204,3642,49673234,33923632,91,115,24,49,2016-01-01,Taipei
GoldenChinaHotel,215,4756,0.7136,3015,14340756,15500898,61,87,36,0,2016-01-01,Taipei
SanWant,268,7957,0.9578,2973,23654436,43610113,93,248,55,0,2016-01-01,Taipei
BrotherHotelTaipei,250,3816,0.4924,3064,11693062,54145653,110,295,72,13,2016-01-01,Taipei
SantosHotel,287,7383,0.8298,2134,15754141,11883362,82,75,5,38,2016-01-01,Taipei
LandisTaipei,209,4758,0.7344,4673,22232444,21792265,71,109,36,44,2016-01-01,Taipei
UnitedHotel,243,5447,0.7231,2451,13350225,5209541,60,28,5,39,2016-01-01,Taipei
SheratonGrandeTaipeiHotel,688,13449,0.6306,5835,78478268,138592441,218,463,219,45,2016-01-01,Taipei
HotelRoyalNikkoTaipei,202,5572,0.8898,4711,26251948,41279548,76,152,24,46,2016-01-01,Taipei
HowardPlazaHotelTaipei,606,11551,0.6149,4307,49746e3,61888e3,237,386,78,79,2016-01-01,Taipei
GrandHyattTaipei,853,17313,0.6547,5897,102100347,110888804,144,357,179,84,2016-01-01,Taipei
RegentTaipei,538,12572,0.7538,5976,75126399,186324906,285,634,172,21,2016-01-01,Taipei
SherwoodTaipei,343,7517,0.707,5271,39622439,33843192,144,266,51,89,2016-01-01,Taipei
TaipeiMarriottHotel,318,3432,0.3481,6014,20638532,60824721,121,178,88,0,2016-01-01,Taipei
GrandMayfullHotelTaipei,146,13,0.0029,10714,139284,13407995,55,199,30,5,2016-01-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,6819,0.5237,6744,45987705,76727671,166,242,69,85,2016-01-01,Taipei
WestinTaipei,288,6353,0.7116,6602,41942623,89374675,146,310,136,0,2016-01-01,Taipei
MiramarGardenTaipei,203,4774,0.7586,2393,11422754,6560605,84,55,35,0,2016-01-01,Taipei
LeMeridienTaipei,160,3453,0.6962,9407,32483518,77414595,104,231,91,0,2016-01-01,Taipei
WTaipei,405,9618,0.7661,9915,95359650,74225515,197,224,102,0,2016-01-01,Taipei
FirstHotel,176,4263,0.7813,2006,8553601,2473159,14,0,15,13,2016-01-01,Taipei
LeofooHotelTaipei,226,5442,0.7768,1668,9078814,10575289,34,87,9,17,2016-01-01,Taipei
HotelRoyalBeitou,50,1001,0.6458,7111,7117980,3073785,21,36,2,43,2016-01-01,Taipei
UHotelTaipeiNanjingEastRoad,56,840,0.4839,3298,2770105,365670,10,7,8,3,2016-01-01,Taipei
RivieraHotel,112,2308,0.6647,3310,7639969,7813628,47,48,31,0,2016-01-01,Taipei
TaipeiGalaHotel,150,3641,0.783,3071,11181630,11334317,32,61,28,14,2016-01-01,Taipei
CosmosHotelTaipei,225,6754,0.9683,3234,21842172,55080027,93,98,20,39,2016-01-01,Taipei
FullonHotelTaipeiCentral,120,1721,0.4626,3651,6283183,20131994,45,76,10,15,2016-01-01,Taipei
CapitalHotel,129,3007,0.7519,4161,12512127,7914032,30,44,11,28,2016-01-01,Taipei
PalaisdeChineHotel,286,7144,0.8058,4939,35283399,59379618,129,182,66,0,2016-01-01,Taipei
TaipeiGardenHotel,241,6700,0.8968,2379,15938242,32832994,64,103,28,24,2016-01-01,Taipei
RadiumKagayaInternationalHotel,90,1701,0.6097,9184,15622217,12945945,83,58,31,13,2016-01-01,Taipei
GrandViewResortBeitou,66,1428,0.6979,14137,20187044,14687165,39,81,3,68,2016-01-01,Taipei
HumbleHouseTaipei,235,5650,0.7756,5944,33580911,36699510,81,114,85,0,2016-01-01,Taipei
GrandHotelTaipei,500,11227,0.7743,3864,43380764,48020460,132,231,125,58,2016-02-01,Taipei
AmbassadorHotelTaipei,422,8919,0.7288,3640,32465214,108499671,138,318,37,68,2016-02-01,Taipei
ImperialHotelTaipei,326,7387,0.7814,3218,23767766,12560490,76,74,4,41,2016-02-01,Taipei
GloriaPrinceHotelTaipei,208,4589,0.7608,2972,13638479,13808176,84,122,79,8,2016-02-01,Taipei
EmperorHotel,98,2256,0.7938,1759,3968265,952252,33,14,21,0,2016-02-01,Taipei
HotelRiverviewTaipei,212,5078,0.826,2752,13976401,2736340,61,19,17,0,2016-02-01,Taipei
CaesarParkTaipei,478,12364,0.8919,3729,46103631,29514283,89,118,24,51,2016-02-01,Taipei
GoldenChinaHotel,215,4451,0.7139,3155,14042185,14345839,62,88,36,0,2016-02-01,Taipei
SanWant,268,7518,0.9673,3049,22919206,36370048,93,252,57,0,2016-02-01,Taipei
BrotherHotelTaipei,250,3722,0.5134,3033,11289561,54630616,110,295,72,13,2016-02-01,Taipei
SantosHotel,287,7187,0.8635,2205,15844749,13357818,81,70,5,37,2016-02-01,Taipei
LandisTaipei,209,4653,0.7677,4812,22389347,16334436,75,114,35,45,2016-02-01,Taipei
UnitedHotel,243,5158,0.7319,2458,12680470,4103249,59,29,6,41,2016-02-01,Taipei
SheratonGrandeTaipeiHotel,688,13875,0.6954,5728,79480273,110849910,215,445,221,44,2016-02-01,Taipei
HotelRoyalNikkoTaipei,202,4828,0.8242,4643,22415608,27028158,76,152,24,46,2016-02-01,Taipei
HowardPlazaHotelTaipei,606,11320,0.6441,4397,4977e4,60215e3,228,356,74,79,2016-02-01,Taipei
GrandHyattTaipei,853,15813,0.6392,6033,95407524,78858013,146,350,179,85,2016-02-01,Taipei
RegentTaipei,538,11242,0.7205,5896,66281351,131898558,307,551,172,20,2016-02-01,Taipei
SherwoodTaipei,343,7275,0.7314,5212,37920118,33705011,152,248,51,80,2016-02-01,Taipei
TaipeiMarriottHotel,318,4877,0.5288,5842,28492020,31296698,121,178,88,0,2016-02-01,Taipei
GrandMayfullHotelTaipei,146,46,0.0109,12403,570551,18837253,56,199,39,3,2016-02-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,7350,0.6034,6231,45796046,53916435,167,239,71,83,2016-02-01,Taipei
WestinTaipei,288,6101,0.7305,6270,38253417,57300478,145,312,134,0,2016-02-01,Taipei
MiramarGardenTaipei,203,4684,0.7957,2537,11884452,6179764,82,58,36,0,2016-02-01,Taipei
LeMeridienTaipei,160,3556,0.7664,9379,33352945,56350498,111,226,92,0,2016-02-01,Taipei
WTaipei,405,9084,0.7734,10034,91149203,48093255,194,222,104,0,2016-02-01,Taipei
FirstHotel,176,4180,0.819,1979,8273690,2355725,15,0,16,12,2016-02-01,Taipei
LeofooHotelTaipei,226,5671,0.8653,1663,9433423,12314125,34,82,10,17,2016-02-01,Taipei
HotelRoyalBeitou,50,1035,0.7138,8e3,8279541,3069758,22,33,2,47,2016-02-01,Taipei
UHotelTaipeiNanjingEastRoad,56,940,0.5788,3356,3154187,544108,10,8,8,3,2016-02-01,Taipei
RivieraHotel,112,2246,0.6915,3229,7251489,5292295,48,51,30,0,2016-02-01,Taipei
TaipeiGalaHotel,150,3397,0.7809,2987,10147316,7788375,32,67,28,14,2016-02-01,Taipei
CosmosHotelTaipei,225,6308,0.9667,3257,20545147,29581372,96,92,20,39,2016-02-01,Taipei
FullonHotelTaipeiCentral,120,1969,0.5658,3756,7395708,11955228,42,78,10,20,2016-02-01,Taipei
CapitalHotel,129,2801,0.7487,4143,11604543,4794211,29,44,12,26,2016-02-01,Taipei
PalaisdeChineHotel,286,6834,0.824,5082,34733100,47651513,124,169,65,0,2016-02-01,Taipei
TaipeiGardenHotel,241,6416,0.918,2594,16643824,23430235,65,103,28,25,2016-02-01,Taipei
RadiumKagayaInternationalHotel,90,1821,0.6977,10975,19985679,16314479,86,57,30,12,2016-02-01,Taipei
GrandViewResortBeitou,66,1514,0.791,15462,23410030,12741754,36,70,4,69,2016-02-01,Taipei
HumbleHouseTaipei,235,5668,0.8317,6005,34038145,20272580,86,114,84,0,2016-02-01,Taipei
GrandHotelTaipei,500,10688,0.6895,3790,40504344,48069402,129,238,124,59,2016-03-01,Taipei
AmbassadorHotelTaipei,422,10476,0.8008,4280,44832762,94575754,141,319,36,73,2016-03-01,Taipei
ImperialHotelTaipei,326,8620,0.853,3390,29222565,7944658,79,76,4,42,2016-03-01,Taipei
GloriaPrinceHotelTaipei,215,5850,0.8777,3107,18178624,11419298,84,119,78,7,2016-03-01,Taipei
EmperorHotel,98,2614,0.8604,1696,4433101,1083401,33,14,21,0,2016-03-01,Taipei
HotelRiverviewTaipei,212,5642,0.8585,2416,13629116,1805745,58,21,19,0,2016-03-01,Taipei
CaesarParkTaipei,478,14264,0.9626,4005,57134070,20902207,84,114,25,51,2016-03-01,Taipei
GoldenChinaHotel,215,5576,0.8366,3173,17693695,11711192,63,90,36,0,2016-03-01,Taipei
SanWant,268,8019,0.9652,3145,25219923,28332008,95,236,70,0,2016-03-01,Taipei
BrotherHotelTaipei,250,3601,0.4646,3323,11966740,43449117,110,295,72,13,2016-03-01,Taipei
SantosHotel,287,8002,0.8994,2312,18500497,10411829,75,78,5,44,2016-03-01,Taipei
LandisTaipei,209,5606,0.8653,4685,26265645,15896936,72,106,34,45,2016-03-01,Taipei
UnitedHotel,243,5896,0.7827,2523,14873356,3385689,63,31,7,43,2016-03-01,Taipei
SheratonGrandeTaipeiHotel,688,15145,0.7101,6221,94212534,109764958,215,423,247,43,2016-03-01,Taipei
HotelRoyalNikkoTaipei,202,5981,0.9551,5012,29977085,22144899,76,143,24,46,2016-03-01,Taipei
HowardPlazaHotelTaipei,606,14207,0.7563,4502,63965e3,4732e4,227,355,74,79,2016-03-01,Taipei
GrandHyattTaipei,853,18963,0.7171,6712,127275739,92092318,144,354,181,76,2016-03-01,Taipei
RegentTaipei,538,13034,0.7815,6512,84872585,140500451,292,563,171,20,2016-03-01,Taipei
SherwoodTaipei,343,8557,0.8048,5447,46606963,29284536,150,247,70,62,2016-03-01,Taipei
TaipeiMarriottHotel,318,5161,0.5235,6683,34489501,35033794,118,184,83,0,2016-03-01,Taipei
GrandMayfullHotelTaipei,146,189,0.0418,9206,1739857,21859565,55,227,39,5,2016-03-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,9348,0.718,6632,61991536,60639729,165,233,69,84,2016-03-01,Taipei
WestinTaipei,288,7370,0.8255,6764,49853009,64135539,144,314,138,0,2016-03-01,Taipei
MiramarGardenTaipei,203,5745,0.9129,2606,14969041,7189641,81,61,35,0,2016-03-01,Taipei
LeMeridienTaipei,160,4191,0.845,9190,38515713,59591711,114,226,93,0,2016-03-01,Taipei
WTaipei,405,10240,0.8156,9496,97242884,58193359,199,219,101,0,2016-03-01,Taipei
FirstHotel,176,5076,0.9304,1957,9933951,2670835,14,0,17,14,2016-03-01,Taipei
LeofooHotelTaipei,226,6651,0.9493,1646,10950348,10270215,34,83,9,17,2016-03-01,Taipei
HotelRoyalBeitou,50,944,0.609,6635,6263715,2414297,19,20,2,52,2016-03-01,Taipei
UHotelTaipeiNanjingEastRoad,56,1192,0.6866,2897,3452973,658067,12,8,9,3,2016-03-01,Taipei
RivieraHotel,112,2598,0.7483,3401,8834828,6396365,45,52,31,0,2016-03-01,Taipei
TaipeiGalaHotel,150,4092,0.88,3229,13212788,6632989,30,66,28,13,2016-03-01,Taipei
CosmosHotelTaipei,225,6724,0.964,3279,22048011,35100277,94,88,22,39,2016-03-01,Taipei
FullonHotelTaipeiCentral,120,2618,0.7038,3854,10089138,10888620,45,82,10,14,2016-03-01,Taipei
CapitalHotel,129,3576,0.8942,4037,14436970,5675639,31,45,22,13,2016-03-01,Taipei
PalaisdeChineHotel,286,7636,0.8613,5338,40757361,48558749,125,174,68,0,2016-03-01,Taipei
TaipeiGardenHotel,241,6913,0.9253,2637,18231048,26109189,63,114,28,24,2016-03-01,Taipei
RadiumKagayaInternationalHotel,90,1259,0.4513,8806,11086367,9285516,85,55,32,12,2016-03-01,Taipei
GrandViewResortBeitou,66,1157,0.5655,13827,15997796,10477630,34,69,4,70,2016-03-01,Taipei
HumbleHouseTaipei,235,6088,0.8357,6345,38630292,28614269,84,116,82,0,2016-03-01,Taipei
GrandHotelTaipei,500,7939,0.5293,4120,32710211,42711710,125,245,130,53,2016-04-01,Taipei
AmbassadorHotelTaipei,422,9606,0.7588,4097,39355915,77840559,143,317,34,71,2016-04-01,Taipei
ImperialHotelTaipei,326,7760,0.7935,3231,25073048,6977749,80,76,4,42,2016-04-01,Taipei
GloriaPrinceHotelTaipei,215,5179,0.8029,3003,15553949,9329727,84,119,78,7,2016-04-01,Taipei
EmperorHotel,98,2068,0.7034,1613,3335404,716591,33,14,20,0,2016-04-01,Taipei
HotelRiverviewTaipei,212,4696,0.7384,2329,10936573,1224641,55,27,19,0,2016-04-01,Taipei
CaesarParkTaipei,478,12566,0.8763,3816,47956738,14737984,85,110,25,50,2016-04-01,Taipei
GoldenChinaHotel,215,4165,0.6457,2902,12086775,9533296,62,89,37,0,2016-04-01,Taipei
SanWant,268,7687,0.9561,2978,22895413,26909337,90,230,70,0,2016-04-01,Taipei
BrotherHotelTaipei,250,2053,0.2737,3583,7354894,39081097,110,295,72,13,2016-04-01,Taipei
SantosHotel,287,7121,0.8271,2103,14975290,8769679,83,71,29,13,2016-04-01,Taipei
LandisTaipei,209,4790,0.764,4565,21866009,12996856,75,107,37,44,2016-04-01,Taipei
UnitedHotel,243,6050,0.8299,2266,13711978,3591873,66,30,5,40,2016-04-01,Taipei
SheratonGrandeTaipeiHotel,688,13290,0.6439,5715,75956515,92341644,216,447,224,44,2016-04-01,Taipei
HotelRoyalNikkoTaipei,202,5445,0.8985,4703,25610122,19411635,75,145,26,45,2016-04-01,Taipei
HowardPlazaHotelTaipei,606,11583,0.6371,4297,4977e4,34986e3,228,346,76,78,2016-04-01,Taipei
GrandHyattTaipei,853,16318,0.6377,6258,102120186,75411201,148,358,179,78,2016-04-01,Taipei
RegentTaipei,538,11645,0.7215,6027,70184663,113000101,285,572,172,20,2016-04-01,Taipei
SherwoodTaipei,343,7537,0.7325,4947,37283716,25500743,148,244,50,79,2016-04-01,Taipei
TaipeiMarriottHotel,318,5062,0.5306,6047,30609940,35096368,126,184,80,0,2016-04-01,Taipei
GrandMayfullHotelTaipei,146,78,0.0178,11532,899491,25079502,55,230,42,5,2016-04-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,8333,0.6613,6162,51346945,49073282,165,233,67,84,2016-04-01,Taipei
WestinTaipei,288,6445,0.7459,6166,39740101,49768856,146,319,138,0,2016-04-01,Taipei
MiramarGardenTaipei,203,5037,0.8271,2616,13177663,5742683,82,57,0,33,2016-04-01,Taipei
LeMeridienTaipei,160,3908,0.8142,8858,34615606,47562031,110,227,93,0,2016-04-01,Taipei
WTaipei,405,9328,0.7677,9692,90402829,46082771,195,217,101,0,2016-04-01,Taipei
FirstHotel,176,4111,0.7786,1896,7795575,2515315,14,0,17,14,2016-04-01,Taipei
LeofooHotelTaipei,226,5816,0.8578,1644,9562320,9874156,34,77,9,17,2016-04-01,Taipei
HotelRoyalBeitou,50,614,0.4093,7083,4349134,2151903,19,30,2,40,2016-04-01,Taipei
UHotelTaipeiNanjingEastRoad,56,1161,0.6911,2863,3324104,549240,12,7,6,4,2016-04-01,Taipei
RivieraHotel,112,2238,0.6661,3194,7148981,5235576,45,52,31,0,2016-04-01,Taipei
TaipeiGalaHotel,150,3897,0.866,2886,11248055,5660702,32,66,28,13,2016-04-01,Taipei
CosmosHotelTaipei,225,6449,0.9554,3288,21206566,24592633,90,88,31,40,2016-04-01,Taipei
FullonHotelTaipeiCentral,120,2585,0.7181,3559,9199973,9597513,46,78,9,13,2016-04-01,Taipei
CapitalHotel,129,3170,0.8191,4130,13092100,2791562,31,42,22,17,2016-04-01,Taipei
PalaisdeChineHotel,286,7242,0.8441,5155,37333085,39942948,129,175,72,0,2016-04-01,Taipei
TaipeiGardenHotel,241,6577,0.9097,2515,16540291,20568586,63,114,28,26,2016-04-01,Taipei
RadiumKagayaInternationalHotel,90,1321,0.4893,7334,9688725,8145848,83,56,32,12,2016-04-01,Taipei
GrandViewResortBeitou,66,1269,0.6409,12214,15499896,9331421,33,69,4,71,2016-04-01,Taipei
HumbleHouseTaipei,235,5602,0.7946,6231,34908260,17897142,82,117,82,0,2016-04-01,Taipei
GrandHotelTaipei,500,9132,0.5892,4277,39056624,59661019,153,293,131,55,2016-05-01,Taipei
AmbassadorHotelTaipei,422,9862,0.7539,4200,41421530,94841976,141,305,36,68,2016-05-01,Taipei
ImperialHotelTaipei,326,7343,0.7266,3226,23690056,9183457,82,77,4,42,2016-05-01,Taipei
GloriaPrinceHotelTaipei,215,5612,0.842,3152,17691168,11575921,80,117,77,7,2016-05-01,Taipei
EmperorHotel,98,2113,0.6955,1756,3709601,700514,34,14,21,0,2016-05-01,Taipei
HotelRiverviewTaipei,212,3543,0.5391,2302,8155175,2642803,56,19,19,0,2016-05-01,Taipei
CaesarParkTaipei,478,12438,0.8394,3837,47722427,20653897,81,112,22,49,2016-05-01,Taipei
GoldenChinaHotel,215,4102,0.6155,2962,12149365,10063069,61,87,37,0,2016-05-01,Taipei
SanWant,268,7918,0.9531,2863,22665916,31129094,93,240,59,0,2016-05-01,Taipei
BrotherHotelTaipei,250,2171,0.2801,3563,7734495,43560274,110,295,72,13,2016-05-01,Taipei
SantosHotel,287,7052,0.7926,2099,14802229,10221133,79,70,29,13,2016-05-01,Taipei
LandisTaipei,209,4854,0.7492,4580,22232469,20581753,72,132,37,45,2016-05-01,Taipei
UnitedHotel,243,5433,0.7212,2531,13753009,2057720,71,28,5,42,2016-05-01,Taipei
SheratonGrandeTaipeiHotel,688,13516,0.6337,5897,79704851,112058245,214,442,219,44,2016-05-01,Taipei
HotelRoyalNikkoTaipei,202,5535,0.8839,4851,26850346,25120325,77,136,26,46,2016-05-01,Taipei
HowardPlazaHotelTaipei,606,11214,0.5969,4201,47107e3,4533e4,229,334,77,76,2016-05-01,Taipei
GrandHyattTaipei,853,16406,0.6204,7110,116640681,97781099,145,357,178,78,2016-05-01,Taipei
RegentTaipei,538,11905,0.7138,6287,74852047,148443685,275,580,172,20,2016-05-01,Taipei
SherwoodTaipei,343,7036,0.6617,4980,35040175,28049207,148,248,52,73,2016-05-01,Taipei
TaipeiMarriottHotel,318,4377,0.444,6377,27912693,41941351,125,200,83,0,2016-05-01,Taipei
GrandMayfullHotelTaipei,146,157,0.0347,10512,1650441,35598568,53,245,56,2,2016-05-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,8170,0.6275,6220,50821081,69636707,166,234,68,85,2016-05-01,Taipei
WestinTaipei,288,5834,0.6534,6267,36559929,61006537,148,322,140,0,2016-05-01,Taipei
MiramarGardenTaipei,203,5182,0.8235,2702,14002923,5963109,81,58,33,0,2016-05-01,Taipei
LeMeridienTaipei,160,3699,0.7458,9138,33801477,59043042,108,222,93,0,2016-05-01,Taipei
WTaipei,405,8707,0.6935,9364,81528221,60005166,192,213,101,0,2016-05-01,Taipei
FirstHotel,176,3826,0.7012,1924,7362517,2842257,13,0,17,13,2016-05-01,Taipei
LeofooHotelTaipei,226,5375,0.7672,1699,9130990,11039476,37,80,9,17,2016-05-01,Taipei
HotelRoyalBeitou,50,448,0.289,6485,2905405,2231976,17,30,2,42,2016-05-01,Taipei
UHotelTaipeiNanjingEastRoad,56,1476,0.8502,2243,3310061,705696,11,7,6,5,2016-05-01,Taipei
RivieraHotel,112,1900,0.5472,3240,6156603,6968734,47,49,32,0,2016-05-01,Taipei
TaipeiGalaHotel,150,3404,0.732,2989,10175302,8510825,33,68,30,13,2016-05-01,Taipei
CosmosHotelTaipei,225,6723,0.9639,3326,22361663,29277803,92,89,32,43,2016-05-01,Taipei
FullonHotelTaipeiCentral,120,2172,0.5839,3462,7518624,10913051,46,75,9,13,2016-05-01,Taipei
CapitalHotel,129,3323,0.831,4143,13767189,3903591,32,43,14,25,2016-05-01,Taipei
PalaisdeChineHotel,286,6853,0.773,5235,35874212,47280248,127,171,68,0,2016-05-01,Taipei
TaipeiGardenHotel,241,6476,0.8668,2358,15270912,22264607,63,115,28,25,2016-05-01,Taipei
RadiumKagayaInternationalHotel,90,1221,0.4376,6939,8472931,7230168,84,55,30,12,2016-05-01,Taipei
GrandViewResortBeitou,66,971,0.4746,12616,12249697,9374439,35,68,4,69,2016-05-01,Taipei
HumbleHouseTaipei,235,5534,0.7596,6213,34382928,28508497,80,116,84,0,2016-05-01,Taipei
GrandHotelTaipei,500,6834,0.4556,4142,28309567,40872008,124,252,130,52,2016-06-01,Taipei
AmbassadorHotelTaipei,422,10026,0.7919,3962,39727476,87061673,138,272,39,68,2016-06-01,Taipei
ImperialHotelTaipei,326,7373,0.7539,3184,23472617,8519048,82,77,4,42,2016-06-01,Taipei
GloriaPrinceHotelTaipei,218,5815,0.8891,2957,17194945,9577996,78,111,76,8,2016-06-01,Taipei
EmperorHotel,98,2045,0.6956,1665,3404143,695157,34,14,21,0,2016-06-01,Taipei
HotelRiverviewTaipei,212,4320,0.6792,2195,9483433,1445350,53,19,18,0,2016-06-01,Taipei
CaesarParkTaipei,478,12345,0.8609,3700,45682072,19775926,99,110,23,49,2016-06-01,Taipei
GoldenChinaHotel,215,4519,0.7006,2897,13089380,9977204,60,86,37,0,2016-06-01,Taipei
SanWant,268,7651,0.9516,2845,21764509,27058889,95,233,70,0,2016-06-01,Taipei
BrotherHotelTaipei,250,2046,0.2728,3520,7202816,37421395,110,295,72,13,2016-06-01,Taipei
SantosHotel,287,6352,0.7377,2081,13216506,8255592,81,74,5,37,2016-06-01,Taipei
LandisTaipei,209,4406,0.7027,4430,19518934,12925211,70,121,37,56,2016-06-01,Taipei
UnitedHotel,243,4471,0.6133,2734,12221971,2730503,76,36,5,43,2016-06-01,Taipei
SheratonGrandeTaipeiHotel,688,13441,0.6512,5651,75960308,100813442,216,437,216,43,2016-06-01,Taipei
HotelRoyalNikkoTaipei,202,5241,0.8649,4691,24585872,20817748,77,135,26,45,2016-06-01,Taipei
HowardPlazaHotelTaipei,606,11492,0.6321,4150,47695e3,40506e3,223,336,75,76,2016-06-01,Taipei
GrandHyattTaipei,853,15370,0.6006,7190,110510725,93961557,142,357,177,78,2016-06-01,Taipei
RegentTaipei,538,9782,0.6061,5937,58077722,122743525,274,590,172,18,2016-06-01,Taipei
SherwoodTaipei,343,7166,0.6964,4764,34135525,27130995,147,229,63,72,2016-06-01,Taipei
TaipeiMarriottHotel,318,4339,0.4548,5881,25519636,39239471,125,210,84,5,2016-06-01,Taipei
GrandMayfullHotelTaipei,146,208,0.0475,8073,1679269,23049420,50,238,44,15,2016-06-01,Taipei
ShangriLasFarEasternPlazaHotelTaipei,420,7441,0.5906,6164,45866371,55927315,168,230,67,85,2016-06-01,Taipei
WestinTaipei,288,6120,0.7083,6161,37704423,61789084,154,318,137,0,2016-06-01,Taipei
MiramarGardenTaipei,203,4967,0.8156,2525,12540740,6082857,92,56,0,34,2016-06-01,Taipei
LeMeridienTaipei,160,3371,0.7023,8688,29286693,63808915,101,214,92,0,2016-06-01,Taipei
WTaipei,405,8672,0.7137,9285,80516848,54354774,192,212,100,0,2016-06-01,Taipei
FirstHotel,176,3506,0.664,1853,6495570,2744545,15,0,17,14,2016-06-01,Taipei
LeofooHotelTaipei,226,4948,0.7298,1718,8499329,9466752,38,72,9,12,2016-06-01,Taipei
HotelRoyalBeitou,50,428,0.2853,6021,2577187,1698793,19,30,2,42,2016-06-01,Taipei
UHotelTaipeiNanjingEastRoad,56,1428,0.85,2255,3220556,661985,11,7,7,5,2016-06-01,Taipei
